Country,Region,Happiness_Rank,Happiness_Score,Economy_GDP,Family,Life_Expectancy,Freedom,Trust_in_Gov,Generosity,Dystopia_Residual,Year
Finland,nan,1,7.769,1.34,nan,0.986,0.596,0.393,0.153,nan,2019
Denmark,nan,2,7.6,1.383,nan,0.996,0.592,0.41,0.252,nan,2019
Norway,nan,3,7.554,1.488,nan,1.028,0.603,0.341,0.271,nan,2019
Iceland,nan,4,7.494,1.38,nan,1.026,0.591,0.118,0.354,nan,2019
Netherlands,nan,5,7.488,1.396,nan,0.999,0.557,0.298,0.322,nan,2019
Switzerland,nan,6,7.48,1.452,nan,1.052,0.572,0.343,0.263,nan,2019
Sweden,nan,7,7.343,1.387,nan,1.009,0.574,0.373,0.267,nan,2019
New Zealand,nan,8,7.307,1.303,nan,1.026,0.585,0.38,0.33,nan,2019
Canada,nan,9,7.278,1.365,nan,1.039,0.584,0.308,0.285,nan,2019
Austria,nan,10,7.246,1.376,nan,1.016,0.532,0.226,0.244,nan,2019
Australia,nan,11,7.228,1.372,nan,1.036,0.557,0.29,0.332,nan,2019
Costa Rica,nan,12,7.167,1.034,nan,0.963,0.558,0.093,0.144,nan,2019
Israel,nan,13,7.139,1.276,nan,1.029,0.371,0.082,0.261,nan,2019
Luxembourg,nan,14,7.09,1.609,nan,1.012,0.526,0.316,0.194,nan,2019
United Kingdom,nan,15,7.054,1.333,nan,0.996,0.45,0.278,0.348,nan,2019
Ireland,nan,16,7.021,1.499,nan,0.999,0.516,0.31,0.298,nan,2019
Germany,nan,17,6.985,1.373,nan,0.987,0.495,0.265,0.261,nan,2019
Belgium,nan,18,6.923,1.356,nan,0.986,0.473,0.21,0.16,nan,2019
United States,nan,19,6.892,1.433,nan,0.874,0.454,0.128,0.28,nan,2019
Czech Republic,nan,20,6.852,1.269,nan,0.92,0.457,0.036,0.046,nan,2019
United Arab Emirates,nan,21,6.825,1.503,nan,0.825,0.598,0.182,0.262,nan,2019
Malta,nan,22,6.726,1.3,nan,0.999,0.564,0.151,0.375,nan,2019
Mexico,nan,23,6.595,1.07,nan,0.861,0.433,0.073,0.074,nan,2019
France,nan,24,6.592,1.324,nan,1.045,0.436,0.183,0.111,nan,2019
Taiwan,nan,25,6.446,1.368,nan,0.914,0.351,0.097,0.242,nan,2019
Chile,nan,26,6.444,1.159,nan,0.92,0.357,0.056,0.187,nan,2019
Guatemala,nan,27,6.436,0.8,nan,0.746,0.535,0.078,0.175,nan,2019
Saudi Arabia,nan,28,6.375,1.403,nan,0.795,0.439,0.132,0.08,nan,2019
Qatar,nan,29,6.374,1.684,nan,0.871,0.555,0.167,0.22,nan,2019
Spain,nan,30,6.354,1.286,nan,1.062,0.362,0.079,0.153,nan,2019
Panama,nan,31,6.321,1.149,nan,0.91,0.516,0.054,0.109,nan,2019
Brazil,nan,32,6.3,1.004,nan,0.802,0.39,0.086,0.099,nan,2019
Uruguay,nan,33,6.293,1.124,nan,0.891,0.523,0.15,0.127,nan,2019
Singapore,nan,34,6.262,1.572,nan,1.141,0.556,0.453,0.271,nan,2019
El Salvador,nan,35,6.253,0.794,nan,0.789,0.43,0.074,0.093,nan,2019
Italy,nan,36,6.223,1.294,nan,1.039,0.231,0.03,0.158,nan,2019
Bahrain,nan,37,6.199,1.362,nan,0.871,0.536,0.11,0.255,nan,2019
Slovakia,nan,38,6.198,1.246,nan,0.881,0.334,0.014,0.121,nan,2019
Trinidad & Tobago,nan,39,6.192,1.231,nan,0.713,0.489,0.016,0.185,nan,2019
Poland,nan,40,6.182,1.206,nan,0.884,0.483,0.05,0.117,nan,2019
Uzbekistan,nan,41,6.174,0.745,nan,0.756,0.631,0.24,0.322,nan,2019
Lithuania,nan,42,6.149,1.238,nan,0.818,0.291,0.042,0.043,nan,2019
Colombia,nan,43,6.125,0.985,nan,0.841,0.47,0.034,0.099,nan,2019
Slovenia,nan,44,6.118,1.258,nan,0.953,0.564,0.057,0.144,nan,2019
Nicaragua,nan,45,6.105,0.694,nan,0.835,0.435,0.127,0.2,nan,2019
Kosovo,nan,46,6.1,0.882,nan,0.758,0.489,0.006,0.262,nan,2019
Argentina,nan,47,6.086,1.092,nan,0.881,0.471,0.05,0.066,nan,2019
Romania,nan,48,6.07,1.162,nan,0.825,0.462,0.005,0.083,nan,2019
Cyprus,nan,49,6.046,1.263,nan,1.042,0.406,0.041,0.19,nan,2019
Ecuador,nan,50,6.028,0.912,nan,0.868,0.498,0.087,0.126,nan,2019
Kuwait,nan,51,6.021,1.5,nan,0.808,0.493,0.097,0.142,nan,2019
Thailand,nan,52,6.008,1.05,nan,0.828,0.557,0.028,0.359,nan,2019
Latvia,nan,53,5.94,1.187,nan,0.812,0.264,0.064,0.075,nan,2019
South Korea,nan,54,5.895,1.301,nan,1.036,0.159,0.056,0.175,nan,2019
Estonia,nan,55,5.893,1.237,nan,0.874,0.495,0.161,0.103,nan,2019
Jamaica,nan,56,5.89,0.831,nan,0.831,0.49,0.028,0.107,nan,2019
Mauritius,nan,57,5.888,1.12,nan,0.798,0.498,0.06,0.215,nan,2019
Japan,nan,58,5.886,1.327,nan,1.088,0.445,0.14,0.069,nan,2019
Honduras,nan,59,5.86,0.642,nan,0.828,0.507,0.078,0.246,nan,2019
Kazakhstan,nan,60,5.809,1.173,nan,0.729,0.41,0.096,0.146,nan,2019
Bolivia,nan,61,5.779,0.776,nan,0.706,0.511,0.064,0.137,nan,2019
Hungary,nan,62,5.758,1.201,nan,0.828,0.199,0.02,0.081,nan,2019
Paraguay,nan,63,5.743,0.855,nan,0.777,0.514,0.08,0.184,nan,2019
Northern Cyprus,nan,64,5.718,1.263,nan,1.042,0.417,0.162,0.191,nan,2019
Peru,nan,65,5.697,0.96,nan,0.854,0.455,0.027,0.083,nan,2019
Portugal,nan,66,5.693,1.221,nan,0.999,0.508,0.025,0.047,nan,2019
Pakistan,nan,67,5.653,0.677,nan,0.535,0.313,0.098,0.22,nan,2019
Russia,nan,68,5.648,1.183,nan,0.726,0.334,0.031,0.082,nan,2019
Philippines,nan,69,5.631,0.807,nan,0.657,0.558,0.107,0.117,nan,2019
Serbia,nan,70,5.603,1.004,nan,0.854,0.282,0.039,0.137,nan,2019
Moldova,nan,71,5.529,0.685,nan,0.739,0.245,0.0,0.181,nan,2019
Libya,nan,72,5.525,1.044,nan,0.673,0.416,0.152,0.133,nan,2019
Montenegro,nan,73,5.523,1.051,nan,0.871,0.197,0.08,0.142,nan,2019
Tajikistan,nan,74,5.467,0.493,nan,0.718,0.389,0.144,0.23,nan,2019
Croatia,nan,75,5.432,1.155,nan,0.914,0.296,0.022,0.119,nan,2019
Hong Kong,nan,76,5.43,1.438,nan,1.122,0.44,0.287,0.258,nan,2019
Dominican Republic,nan,77,5.425,1.015,nan,0.779,0.497,0.101,0.113,nan,2019
Bosnia and Herzegovina,nan,78,5.386,0.945,nan,0.845,0.212,0.006,0.263,nan,2019
Turkey,nan,79,5.373,1.183,nan,0.808,0.195,0.106,0.083,nan,2019
Malaysia,nan,80,5.339,1.221,nan,0.828,0.508,0.024,0.26,nan,2019
Belarus,nan,81,5.323,1.067,nan,0.789,0.235,0.142,0.094,nan,2019
Greece,nan,82,5.287,1.181,nan,0.999,0.067,0.034,0.0,nan,2019
Mongolia,nan,83,5.285,0.948,nan,0.667,0.317,0.038,0.235,nan,2019
North Macedonia,nan,84,5.274,0.983,nan,0.838,0.345,0.034,0.185,nan,2019
Nigeria,nan,85,5.265,0.696,nan,0.245,0.426,0.041,0.215,nan,2019
Kyrgyzstan,nan,86,5.261,0.551,nan,0.723,0.508,0.023,0.3,nan,2019
Turkmenistan,nan,87,5.247,1.052,nan,0.657,0.394,0.028,0.244,nan,2019
Algeria,nan,88,5.211,1.002,nan,0.785,0.086,0.114,0.073,nan,2019
Morocco,nan,89,5.208,0.801,nan,0.782,0.418,0.076,0.036,nan,2019
Azerbaijan,nan,90,5.208,1.043,nan,0.769,0.351,0.182,0.035,nan,2019
Lebanon,nan,91,5.197,0.987,nan,0.815,0.216,0.027,0.166,nan,2019
Indonesia,nan,92,5.192,0.931,nan,0.66,0.491,0.028,0.498,nan,2019
China,nan,93,5.191,1.029,nan,0.893,0.521,0.1,0.058,nan,2019
Vietnam,nan,94,5.175,0.741,nan,0.851,0.543,0.073,0.147,nan,2019
Bhutan,nan,95,5.082,0.813,nan,0.604,0.457,0.167,0.37,nan,2019
Cameroon,nan,96,5.044,0.549,nan,0.331,0.381,0.037,0.187,nan,2019
Bulgaria,nan,97,5.011,1.092,nan,0.815,0.311,0.004,0.081,nan,2019
Ghana,nan,98,4.996,0.611,nan,0.486,0.381,0.04,0.245,nan,2019
Ivory Coast,nan,99,4.944,0.569,nan,0.232,0.352,0.09,0.154,nan,2019
Nepal,nan,100,4.913,0.446,nan,0.677,0.439,0.089,0.285,nan,2019
Jordan,nan,101,4.906,0.837,nan,0.815,0.383,0.13,0.11,nan,2019
Benin,nan,102,4.883,0.393,nan,0.397,0.349,0.082,0.175,nan,2019
Congo (Brazzaville),nan,103,4.812,0.673,nan,0.508,0.372,0.093,0.105,nan,2019
Gabon,nan,104,4.799,1.057,nan,0.571,0.295,0.055,0.043,nan,2019
Laos,nan,105,4.796,0.764,nan,0.551,0.547,0.164,0.266,nan,2019
South Africa,nan,106,4.722,0.96,nan,0.469,0.389,0.055,0.13,nan,2019
Albania,nan,107,4.719,0.947,nan,0.874,0.383,0.027,0.178,nan,2019
Venezuela,nan,108,4.707,0.96,nan,0.805,0.154,0.047,0.064,nan,2019
Cambodia,nan,109,4.7,0.574,nan,0.637,0.609,0.062,0.232,nan,2019
Palestinian Territories,nan,110,4.696,0.657,nan,0.672,0.225,0.066,0.103,nan,2019
Senegal,nan,111,4.681,0.45,nan,0.571,0.292,0.072,0.153,nan,2019
Somalia,nan,112,4.668,0.0,nan,0.268,0.559,0.27,0.243,nan,2019
Namibia,nan,113,4.639,0.879,nan,0.477,0.401,0.056,0.07,nan,2019
Niger,nan,114,4.628,0.138,nan,0.366,0.318,0.102,0.188,nan,2019
Burkina Faso,nan,115,4.587,0.331,nan,0.38,0.255,0.113,0.177,nan,2019
Armenia,nan,116,4.559,0.85,nan,0.815,0.283,0.064,0.095,nan,2019
Iran,nan,117,4.548,1.1,nan,0.785,0.305,0.125,0.27,nan,2019
Guinea,nan,118,4.534,0.38,nan,0.375,0.332,0.086,0.207,nan,2019
Georgia,nan,119,4.519,0.886,nan,0.752,0.346,0.164,0.043,nan,2019
Gambia,nan,120,4.516,0.308,nan,0.428,0.382,0.167,0.269,nan,2019
Kenya,nan,121,4.509,0.512,nan,0.581,0.431,0.053,0.372,nan,2019
Mauritania,nan,122,4.49,0.57,nan,0.489,0.066,0.088,0.106,nan,2019
Mozambique,nan,123,4.466,0.204,nan,0.39,0.494,0.138,0.197,nan,2019
Tunisia,nan,124,4.461,0.921,nan,0.815,0.167,0.055,0.059,nan,2019
Bangladesh,nan,125,4.456,0.562,nan,0.723,0.527,0.143,0.166,nan,2019
Iraq,nan,126,4.437,1.043,nan,0.574,0.241,0.089,0.148,nan,2019
Congo (Kinshasa),nan,127,4.418,0.094,nan,0.357,0.269,0.053,0.212,nan,2019
Mali,nan,128,4.39,0.385,nan,0.308,0.327,0.052,0.153,nan,2019
Sierra Leone,nan,129,4.374,0.268,nan,0.242,0.309,0.045,0.252,nan,2019
Sri Lanka,nan,130,4.366,0.949,nan,0.831,0.47,0.047,0.244,nan,2019
Myanmar,nan,131,4.36,0.71,nan,0.555,0.525,0.172,0.566,nan,2019
Chad,nan,132,4.35,0.35,nan,0.192,0.174,0.078,0.198,nan,2019
Ukraine,nan,133,4.332,0.82,nan,0.739,0.178,0.01,0.187,nan,2019
Ethiopia,nan,134,4.286,0.336,nan,0.532,0.344,0.1,0.209,nan,2019
Swaziland,nan,135,4.212,0.811,nan,0.0,0.313,0.135,0.074,nan,2019
Uganda,nan,136,4.189,0.332,nan,0.443,0.356,0.06,0.252,nan,2019
Egypt,nan,137,4.166,0.913,nan,0.644,0.241,0.067,0.076,nan,2019
Zambia,nan,138,4.107,0.578,nan,0.426,0.431,0.087,0.247,nan,2019
Togo,nan,139,4.085,0.275,nan,0.41,0.293,0.085,0.177,nan,2019
India,nan,140,4.015,0.755,nan,0.588,0.498,0.085,0.2,nan,2019
Liberia,nan,141,3.975,0.073,nan,0.443,0.37,0.033,0.233,nan,2019
Comoros,nan,142,3.973,0.274,nan,0.505,0.142,0.078,0.275,nan,2019
Madagascar,nan,143,3.933,0.274,nan,0.555,0.148,0.041,0.169,nan,2019
Lesotho,nan,144,3.802,0.489,nan,0.168,0.359,0.093,0.107,nan,2019
Burundi,nan,145,3.775,0.046,nan,0.38,0.22,0.18,0.176,nan,2019
Zimbabwe,nan,146,3.663,0.366,nan,0.433,0.361,0.089,0.151,nan,2019
Haiti,nan,147,3.597,0.323,nan,0.449,0.026,0.11,0.419,nan,2019
Botswana,nan,148,3.488,1.041,nan,0.538,0.455,0.1,0.025,nan,2019
Syria,nan,149,3.462,0.619,nan,0.44,0.013,0.141,0.331,nan,2019
Malawi,nan,150,3.41,0.191,nan,0.495,0.443,0.089,0.218,nan,2019
Yemen,nan,151,3.38,0.287,nan,0.463,0.143,0.077,0.108,nan,2019
Rwanda,nan,152,3.334,0.359,nan,0.614,0.555,0.411,0.217,nan,2019
Tanzania,nan,153,3.231,0.476,nan,0.499,0.417,0.147,0.276,nan,2019
Afghanistan,nan,154,3.203,0.35,nan,0.361,0.0,0.025,0.158,nan,2019
Central African Republic,nan,155,3.083,0.026,nan,0.105,0.225,0.035,0.235,nan,2019
South Sudan,nan,156,2.853,0.306,nan,0.295,0.01,0.091,0.202,nan,2019
